1,4
2,5
3,9
4,10
5,11
6,12
7,14
8,16
9,18
10,20
11,22
12,24
13,26
14,28
15,30
16,32
17,34
18,37
19,40
20,41
21,42
22,43
23,46
24,47
25,50
26,52
27,54
28,55
29,58
30,59
31,62
32,63
33,67
34,68
35,69
36,71
37,73
